,GEOID10,BLKGRPID,TRACTID,STATEFP,COUNTYFP,TRACTCE,PUMA,REGION
3178,261251920003,261251920003,26125192000,26,125,192000,2903,4
3179,261251321001,261251321001,26125132100,26,125,132100,2901,4
3180,261251685002,261251685002,26125168500,26,125,168500,2907,4
3181,261251363003,261251363003,26125136300,26,125,136300,2905,4
3195,261251275003,261251275003,26125127500,26,125,127500,2902,4
3196,261251289003,261251289003,26125128900,26,125,128900,2902,4
3197,261251611001,261251611001,26125161100,26,125,161100,2907,4
3198,261259810001,261259810001,26125981000,26,125,981000,2901,4
3199,261251378001,261251378001,26125137800,26,125,137800,2905,4
3200,261251361021,261251361021,26125136102,26,125,136102,2905,4
3201,261251250002,261251250002,26125125000,26,125,125000,2901,4
3202,261251830002,261251830002,26125183000,26,125,183000,2908,4
3203,261251838001,261251838001,26125183800,26,125,183800,2908,4
3204,261251407001,261251407001,26125140700,26,125,140700,2904,4
3205,261251961002,261251961002,26125196100,26,125,196100,2903,4
3206,261251562003,261251562003,26125156200,26,125,156200,2906,4
3207,261251562005,261251562005,26125156200,26,125,156200,2906,4
3208,261251686002,261251686002,26125168600,26,125,168600,2907,4
3209,261251667001,261251667001,26125166700,26,125,166700,2907,4
3210,261251403022,261251403022,26125140302,26,125,140302,2904,4
3211,261251459001,261251459001,26125145900,26,125,145900,2904,4
3212,261251374002,261251374002,26125137400,26,125,137400,2905,4
3213,261251417002,261251417002,26125141700,26,125,141700,2904,4
3214,261251623001,261251623001,26125162300,26,125,162300,2907,4
3215,261251532002,261251532002,26125153200,26,125,153200,2906,4
3216,261251410002,261251410002,26125141000,26,125,141000,2904,4
3217,261251351002,261251351002,26125135100,26,125,135100,2905,4
3218,261251275001,261251275001,26125127500,26,125,127500,2902,4
3219,261251413004,261251413004,26125141300,26,125,141300,2904,4
3220,261251215001,261251215001,26125121500,26,125,121500,2902,4
3221,261251837003,261251837003,26125183700,26,125,183700,2908,4
3222,261251383012,261251383012,26125138301,26,125,138301,2901,4
3223,261251968003,261251968003,26125196800,26,125,196800,2903,4
3224,261251452002,261251452002,26125145200,26,125,145200,2904,4
3225,261251974001,261251974001,26125197400,26,125,197400,2903,4
3226,261251674001,261251674001,26125167400,26,125,167400,2907,4
3227,261251625003,261251625003,26125162500,26,125,162500,2907,4
3228,261251580001,261251580001,26125158000,26,125,158000,2906,4
3229,261251546001,261251546001,26125154600,26,125,154600,2906,4
3230,261251650003,261251650003,26125165000,26,125,165000,2907,4
3231,261251230002,261251230002,26125123000,26,125,123000,2901,4
3232,261251413002,261251413002,26125141300,26,125,141300,2904,4
3233,261251318001,261251318001,26125131800,26,125,131800,2901,4
3234,261251415004,261251415004,26125141500,26,125,141500,2904,4
3235,261251217001,261251217001,26125121700,26,125,121700,2902,4
3267,261251603003,261251603003,26125160300,26,125,160300,2907,4
3268,261251604001,261251604001,26125160400,26,125,160400,2907,4
3269,261251976001,261251976001,26125197600,26,125,197600,2903,4
3270,261251394002,261251394002,26125139400,26,125,139400,2901,4
3271,261251509001,261251509001,26125150900,26,125,150900,2906,4
3272,261251531001,261251531001,26125153100,26,125,153100,2906,4
3273,261251245002,261251245002,26125124500,26,125,124500,2901,4
3295,261251751003,261251751003,26125175100,26,125,175100,2908,4
3296,261251751002,261251751002,26125175100,26,125,175100,2908,4
3297,261251751005,261251751005,26125175100,26,125,175100,2908,4
3298,261251752001,261251752001,26125175200,26,125,175200,2908,4
3299,261251417004,261251417004,26125141700,26,125,141700,2904,4
3333,261251529003,261251529003,26125152900,26,125,152900,2906,4
3334,261251622002,261251622002,26125162200,26,125,162200,2907,4
3335,261251977011,261251977011,26125197701,26,125,197701,2903,4
3336,261251967001,261251967001,26125196700,26,125,196700,2903,4
3337,261251753002,261251753002,26125175300,26,125,175300,2908,4
3338,261251716002,261251716002,26125171600,26,125,171600,2908,4
3339,261251973001,261251973001,26125197300,26,125,197300,2903,4
3340,261251392001,261251392001,26125139200,26,125,139200,2901,4
3341,261251277003,261251277003,26125127700,26,125,127700,2902,4
3342,261251611003,261251611003,26125161100,26,125,161100,2907,4
3343,261251441001,261251441001,26125144100,26,125,144100,2904,4
3344,261251509003,261251509003,26125150900,26,125,150900,2906,4
3345,261251427002,261251427002,26125142700,26,125,142700,2904,4
3346,261251572002,261251572002,26125157200,26,125,157200,2906,4
3347,261251834001,261251834001,26125183400,26,125,183400,2908,4
3348,261251366003,261251366003,26125136600,26,125,136600,2905,4
3349,261251713002,261251713002,26125171300,26,125,171300,2908,4
3350,261251837002,261251837002,26125183700,26,125,183700,2908,4
3351,261251840003,261251840003,26125184000,26,125,184000,2908,4
3380,261251527003,261251527003,26125152700,26,125,152700,2906,4
3381,261251605001,261251605001,26125160500,26,125,160500,2907,4
3382,261251750003,261251750003,26125175000,26,125,175000,2908,4
3443,261251455022,261251455022,26125145502,26,125,145502,2904,4
3452,261251302004,261251302004,26125130200,26,125,130200,2901,4
3453,261251613004,261251613004,26125161300,26,125,161300,2907,4
3454,261251570002,261251570002,26125157000,26,125,157000,2906,4
3455,261251305002,261251305002,26125130500,26,125,130500,2901,4
3456,261251281002,261251281002,26125128100,26,125,128100,2902,4
3457,261251349002,261251349002,26125134900,26,125,134900,2905,4
3458,261251403023,261251403023,26125140302,26,125,140302,2904,4
3459,261251961001,261251961001,26125196100,26,125,196100,2903,4
3474,261251581002,261251581002,26125158100,26,125,158100,2906,4
3475,261251684001,261251684001,26125168400,26,125,168400,2907,4
3476,261251590002,261251590002,26125159000,26,125,159000,2906,4
3477,261251500002,261251500002,26125150000,26,125,150000,2906,4
3478,261251501002,261251501002,26125150100,26,125,150100,2906,4
3479,261251230001,261251230001,26125123000,26,125,123000,2901,4
3480,261251752003,261251752003,26125175200,26,125,175200,2908,4
3481,261251415001,261251415001,26125141500,26,125,141500,2904,4
3482,261251416001,261251416001,26125141600,26,125,141600,2904,4
3483,261251880002,261251880002,26125188000,26,125,188000,2908,4
3484,261251962001,261251962001,26125196200,26,125,196200,2903,4
3485,261251963002,261251963002,26125196300,26,125,196300,2903,4
3486,261251503001,261251503001,26125150300,26,125,150300,2906,4
3487,261251504002,261251504002,26125150400,26,125,150400,2906,4
3488,261251409002,261251409002,26125140900,26,125,140900,2904,4
3489,261251912002,261251912002,26125191200,26,125,191200,2903,4
3490,261251972002,261251972002,26125197200,26,125,197200,2903,4
3491,261251304001,261251304001,26125130400,26,125,130400,2901,4
3492,261251276002,261251276002,26125127600,26,125,127600,2902,4
3493,261251271003,261251271003,26125127100,26,125,127100,2902,4
3494,261251617001,261251617001,26125161700,26,125,161700,2907,4
3495,261251617002,261251617002,26125161700,26,125,161700,2907,4
3496,261251616001,261251616001,26125161600,26,125,161600,2907,4
3497,261251307002,261251307002,26125130700,26,125,130700,2901,4
3498,261251673002,261251673002,26125167300,26,125,167300,2907,4
3517,261251675002,261251675002,26125167500,26,125,167500,2907,4
3518,261251283001,261251283001,26125128300,26,125,128300,2902,4
3519,261251606002,261251606002,26125160600,26,125,160600,2907,4
3520,261251625002,261251625002,26125162500,26,125,162500,2907,4
3521,261251286002,261251286002,26125128600,26,125,128600,2902,4
3522,261251973002,261251973002,26125197300,26,125,197300,2903,4
3523,261251981002,261251981002,26125198100,26,125,198100,2903,4
3524,261251562002,261251562002,26125156200,26,125,156200,2906,4
3539,261251724001,261251724001,26125172400,26,125,172400,2908,4
3540,261251927001,261251927001,26125192700,26,125,192700,2903,4
3541,261251600005,261251600005,26125160000,26,125,160000,2907,4
3542,261251321004,261251321004,26125132100,26,125,132100,2901,4
3581,261251318002,261251318002,26125131800,26,125,131800,2901,4
3582,261251603002,261251603002,26125160300,26,125,160300,2907,4
3583,261251846001,261251846001,26125184600,26,125,184600,2908,4
3584,261251217004,261251217004,26125121700,26,125,121700,2902,4
3585,261251801002,261251801002,26125180100,26,125,180100,2908,4
3586,261251803001,261251803001,26125180300,26,125,180300,2908,4
3587,261251542002,261251542002,26125154200,26,125,154200,2906,4
3588,261251905001,261251905001,26125190500,26,125,190500,2902,4
3589,261251575002,261251575002,26125157500,26,125,157500,2906,4
3590,261251203002,261251203002,26125120300,26,125,120300,2902,4
3591,261251326002,261251326002,26125132600,26,125,132600,2901,4
3592,261251880001,261251880001,26125188000,26,125,188000,2908,4
3593,261251456002,261251456002,26125145600,26,125,145600,2904,4
3606,261251427001,261251427001,26125142700,26,125,142700,2904,4
3607,261251441002,261251441002,26125144100,26,125,144100,2904,4
3608,261251275002,261251275002,26125127500,26,125,127500,2902,4
3610,261251975003,261251975003,26125197500,26,125,197500,2903,4
3611,261251688001,261251688001,26125168800,26,125,168800,2907,4
3612,261251687003,261251687003,26125168700,26,125,168700,2907,4
3632,261251977021,261251977021,26125197702,26,125,197702,2903,4
3633,261251506002,261251506002,26125150600,26,125,150600,2906,4
3634,261251508002,261251508002,26125150800,26,125,150800,2906,4
3635,261251311001,261251311001,26125131100,26,125,131100,2901,4
3636,261251409003,261251409003,26125140900,26,125,140900,2904,4
3637,261251289002,261251289002,26125128900,26,125,128900,2902,4
3638,261251907001,261251907001,26125190700,26,125,190700,2902,4
3639,261251832001,261251832001,26125183200,26,125,183200,2908,4
3640,261251435003,261251435003,26125143500,26,125,143500,2904,4
3641,261251435004,261251435004,26125143500,26,125,143500,2904,4
3642,261251509002,261251509002,26125150900,26,125,150900,2906,4
3643,261251245003,261251245003,26125124500,26,125,124500,2901,4
3644,261251426001,261251426001,26125142600,26,125,142600,2904,4
3645,261251455021,261251455021,26125145502,26,125,145502,2904,4
3646,261251352001,261251352001,26125135200,26,125,135200,2905,4
3647,261251340002,261251340002,26125134000,26,125,134000,2905,4
3648,261251454001,261251454001,26125145400,26,125,145400,2904,4
3649,261251667002,261251667002,26125166700,26,125,166700,2907,4
3650,261251265002,261251265002,26125126500,26,125,126500,2901,4
3651,261251835002,261251835002,26125183500,26,125,183500,2908,4
3652,261251837004,261251837004,26125183700,26,125,183700,2908,4
3653,261251289001,261251289001,26125128900,26,125,128900,2902,4
3654,261251374001,261251374001,26125137400,26,125,137400,2905,4
3655,261251569001,261251569001,26125156900,26,125,156900,2906,4
3656,261251569002,261251569002,26125156900,26,125,156900,2906,4
3657,261251392004,261251392004,26125139200,26,125,139200,2901,4
3658,261251263004,261251263004,26125126300,26,125,126300,2901,4
3659,261251277004,261251277004,26125127700,26,125,127700,2902,4
3660,261251607001,261251607001,26125160700,26,125,160700,2907,4
3661,261251613003,261251613003,26125161300,26,125,161300,2907,4
3662,261251670002,261251670002,26125167000,26,125,167000,2907,4
3663,261251841002,261251841002,26125184100,26,125,184100,2908,4
3664,261251844003,261251844003,26125184400,26,125,184400,2908,4
3665,261251912004,261251912004,26125191200,26,125,191200,2903,4
3666,261251751007,261251751007,26125175100,26,125,175100,2908,4
3667,261251674004,261251674004,26125167400,26,125,167400,2907,4
3668,261251675003,261251675003,26125167500,26,125,167500,2907,4
3669,261251965002,261251965002,26125196500,26,125,196500,2903,4
3670,261251870002,261251870002,26125187000,26,125,187000,2908,4
3689,261251977013,261251977013,26125197701,26,125,197701,2903,4
3690,261251943001,261251943001,26125194300,26,125,194300,2903,4
3691,261251940003,261251940003,26125194000,26,125,194000,2903,4
3692,261251330031,261251330031,26125133003,26,125,133003,2905,4
3693,261251845002,261251845002,26125184500,26,125,184500,2908,4
3694,261251451002,261251451002,26125145100,26,125,145100,2904,4
3695,261251451001,261251451001,26125145100,26,125,145100,2904,4
3705,261251304002,261251304002,26125130400,26,125,130400,2901,4
3706,261251673001,261251673001,26125167300,26,125,167300,2907,4
3707,261251510004,261251510004,26125151000,26,125,151000,2906,4
3708,261251510001,261251510001,26125151000,26,125,151000,2906,4
3709,261251270002,261251270002,26125127000,26,125,127000,2902,4
3710,261251271001,261251271001,26125127100,26,125,127100,2902,4
3711,261251679002,261251679002,26125167900,26,125,167900,2907,4
3712,261251351001,261251351001,26125135100,26,125,135100,2905,4
3713,261251353001,261251353001,26125135300,26,125,135300,2905,4
3714,261251685001,261251685001,26125168500,26,125,168500,2907,4
3715,261251689004,261251689004,26125168900,26,125,168900,2907,4
3716,261251687001,261251687001,26125168700,26,125,168700,2907,4
3745,261251661001,261251661001,26125166100,26,125,166100,2907,4
3746,261251361012,261251361012,26125136101,26,125,136101,2905,4
3747,261251377001,261251377001,26125137700,26,125,137700,2905,4
3748,261251250001,261251250001,26125125000,26,125,125000,2901,4
3749,261251287001,261251287001,26125128700,26,125,128700,2902,4
3750,261251349004,261251349004,26125134900,26,125,134900,2905,4
3751,261251961004,261251961004,26125196100,26,125,196100,2903,4
3752,261251345002,261251345002,26125134500,26,125,134500,2905,4
3753,261251562001,261251562001,26125156200,26,125,156200,2906,4
3754,261251564002,261251564002,26125156400,26,125,156400,2906,4
3755,261251563003,261251563003,26125156300,26,125,156300,2906,4
3756,261251665001,261251665001,26125166500,26,125,166500,2907,4
3757,261251836004,261251836004,26125183600,26,125,183600,2908,4
3758,261251837005,261251837005,26125183700,26,125,183700,2908,4
3760,261251561002,261251561002,26125156100,26,125,156100,2906,4
3761,261251902002,261251902002,26125190200,26,125,190200,2902,4
3762,261251933001,261251933001,26125193300,26,125,193300,2903,4
3763,261251813003,261251813003,26125181300,26,125,181300,2908,4
3764,261251944001,261251944001,26125194400,26,125,194400,2903,4
3765,261251348001,261251348001,26125134800,26,125,134800,2905,4
3766,261251368001,261251368001,26125136800,26,125,136800,2905,4
3767,261251831003,261251831003,26125183100,26,125,183100,2908,4
3768,261251560001,261251560001,26125156000,26,125,156000,2906,4
3769,261251652003,261251652003,26125165200,26,125,165200,2907,4
3770,261251366002,261251366002,26125136600,26,125,136600,2905,4
3771,261251363002,261251363002,26125136300,26,125,136300,2905,4
3772,261251563002,261251563002,26125156300,26,125,156300,2906,4
3773,261251577001,261251577001,26125157700,26,125,157700,2906,4
3774,261251669003,261251669003,26125166900,26,125,166900,2907,4
3775,261251710001,261251710001,26125171000,26,125,171000,2908,4
3776,261251710003,261251710003,26125171000,26,125,171000,2908,4
3777,261251839003,261251839003,26125183900,26,125,183900,2908,4
3795,261251946003,261251946003,26125194600,26,125,194600,2903,4
3796,261251660003,261251660003,26125166000,26,125,166000,2907,4
3797,261251284001,261251284001,26125128400,26,125,128400,2902,4
3798,261251284003,261251284003,26125128400,26,125,128400,2902,4
3799,261251580002,261251580002,26125158000,26,125,158000,2906,4
3800,261251200002,261251200002,26125120000,26,125,120000,2902,4
3801,261251412001,261251412001,26125141200,26,125,141200,2904,4
3802,261251457001,261251457001,26125145700,26,125,145700,2904,4
3803,261251457002,261251457002,26125145700,26,125,145700,2904,4
3804,261251386001,261251386001,26125138600,26,125,138600,2901,4
3805,261251421001,261251421001,26125142100,26,125,142100,2904,4
3806,261251424003,261251424003,26125142400,26,125,142400,2904,4
3807,261251623002,261251623002,26125162300,26,125,162300,2907,4
3808,261251623003,261251623003,26125162300,26,125,162300,2907,4
3809,261251623004,261251623004,26125162300,26,125,162300,2907,4
3832,261251576001,261251576001,26125157600,26,125,157600,2906,4
3833,261251668001,261251668001,26125166800,26,125,166800,2907,4
3834,261251669002,261251669002,26125166900,26,125,166900,2907,4
3858,261251837001,261251837001,26125183700,26,125,183700,2908,4
3859,261251960002,261251960002,26125196000,26,125,196000,2903,4
3860,261251612001,261251612001,26125161200,26,125,161200,2907,4
3861,261251613001,261251613001,26125161300,26,125,161300,2907,4
3862,261251842003,261251842003,26125184200,26,125,184200,2908,4
3863,261251403012,261251403012,26125140301,26,125,140301,2904,4
3864,261251403013,261251403013,26125140301,26,125,140301,2904,4
3865,261251730004,261251730004,26125173000,26,125,173000,2908,4
3866,261251846002,261251846002,26125184600,26,125,184600,2908,4
3867,261251605004,261251605004,26125160500,26,125,160500,2907,4
3868,261251408003,261251408003,26125140800,26,125,140800,2904,4
3869,261251361011,261251361011,26125136101,26,125,136101,2905,4
3870,261251701002,261251701002,26125170100,26,125,170100,2908,4
3871,261251422003,261251422003,26125142200,26,125,142200,2904,4
3874,261251650001,261251650001,26125165000,26,125,165000,2907,4
3875,261251651002,261251651002,26125165100,26,125,165100,2907,4
3876,261251942001,261251942001,26125194200,26,125,194200,2903,4
3877,261251453004,261251453004,26125145300,26,125,145300,2904,4
3878,261251652002,261251652002,26125165200,26,125,165200,2907,4
3879,261251662002,261251662002,26125166200,26,125,166200,2907,4
3880,261251344004,261251344004,26125134400,26,125,134400,2905,4
3881,261251361023,261251361023,26125136102,26,125,136102,2905,4
3882,261251681001,261251681001,26125168100,26,125,168100,2907,4
3883,261251833002,261251833002,26125183300,26,125,183300,2908,4
3884,261251835001,261251835001,26125183500,26,125,183500,2908,4
3885,261251836003,261251836003,26125183600,26,125,183600,2908,4
3886,261251689002,261251689002,26125168900,26,125,168900,2907,4
3887,261251277001,261251277001,26125127700,26,125,127700,2902,4
3888,261251839001,261251839001,26125183900,26,125,183900,2908,4
3889,261251263003,261251263003,26125126300,26,125,126300,2901,4
3890,261251318004,261251318004,26125131800,26,125,131800,2901,4
3891,261251611002,261251611002,26125161100,26,125,161100,2907,4
3892,261251609001,261251609001,26125160900,26,125,160900,2907,4
3893,261251571002,261251571002,26125157100,26,125,157100,2906,4
3894,261251571001,261251571001,26125157100,26,125,157100,2906,4
3895,261251302001,261251302001,26125130200,26,125,130200,2901,4
3896,261251285002,261251285002,26125128500,26,125,128500,2902,4
3897,261251280002,261251280002,26125128000,26,125,128000,2902,4
3898,261251281003,261251281003,26125128100,26,125,128100,2902,4
3899,261251288001,261251288001,26125128800,26,125,128800,2902,4
3900,261251928001,261251928001,26125192800,26,125,192800,2904,4
3901,261251618002,261251618002,26125161800,26,125,161800,2907,4
3902,261251688002,261251688002,26125168800,26,125,168800,2907,4
3924,261251670001,261251670001,26125167000,26,125,167000,2907,4
3925,261251712003,261251712003,26125171200,26,125,171200,2908,4
3926,261251925002,261251925002,26125192500,26,125,192500,2903,4
3985,261251968001,261251968001,26125196800,26,125,196800,2903,4
3986,261251840002,261251840002,26125184000,26,125,184000,2908,4
3987,261251801003,261251801003,26125180100,26,125,180100,2908,4
3988,261251413001,261251413001,26125141300,26,125,141300,2904,4
3991,261251624002,261251624002,26125162400,26,125,162400,2907,4
3992,261251290002,261251290002,26125129000,26,125,129000,2902,4
3993,261251215004,261251215004,26125121500,26,125,121500,2902,4
3994,261251965001,261251965001,26125196500,26,125,196500,2903,4
3995,261251423002,261251423002,26125142300,26,125,142300,2904,4
3996,261251590004,261251590004,26125159000,26,125,159000,2906,4
3997,261251734004,261251734004,26125173400,26,125,173400,2908,4
3998,261251414003,261251414003,26125141400,26,125,141400,2904,4
3999,261251217002,261251217002,26125121700,26,125,121700,2902,4
4000,261251286001,261251286001,26125128600,26,125,128600,2902,4
